timestamp,action,side,price,size,fee,capital,entry_price,pnl,slippage,reason
2024-11-05 21:50:00,OPEN,LONG,69221.3,10000.0,4.0,9996.0,,,,
2024-11-06 00:45:00,CLOSE,LONG,71344.9,,4.122713673392438,10297.630791389354,69221.3,306.7841834810949,1.0306784183481095,SL/TP
2024-11-06 00:45:00,OPEN,LONG,71344.9,10297.630791389354,4.1190523165557416,10293.5117390728,,,,
2024-11-06 03:00:00,CLOSE,LONG,73939.8,,4.2688672137134995,10662.712897950052,71344.9,374.53724289439504,1.0672168034283749,SL/TP
2024-11-06 03:00:00,OPEN,LONG,73939.8,10662.712897950052,4.265085159180021,10658.447812790871,,,,
2024-11-07 17:15:00,CLOSE,LONG,76195.2,,4.395183875541367,10972.804982345211,73939.8,325.2467909033631,1.0987959688853417,SL/TP
2024-11-07 17:15:00,OPEN,LONG,76195.2,10972.804982345211,4.389121992938085,10968.415860352274,,,,
2024-11-10 04:50:00,CLOSE,LONG,79330.9,,4.5697497730772,11406.583454643753,76195.2,451.5694503477889,1.1424374432693,SL/TP
2024-11-10 04:50:00,OPEN,LONG,79330.9,11406.583454643753,4.562633381857501,11402.020821261895,,,,
2024-11-11 03:45:00,CLOSE,LONG,81754.2,,4.70200693584788,11741.142153924447,79330.9,348.4338849759456,1.17550173396197,SL/TP
2024-11-11 03:45:00,OPEN,LONG,81754.2,11741.142153924447,4.6964568615697795,11736.445697062878,,,,
2024-11-11 16:00:00,CLOSE,LONG,84482.2,,4.85316971936011,12119.825781911659,81754.2,391.78214447582985,1.2132924298400276,SL/TP
2024-11-11 16:00:00,OPEN,LONG,84482.2,12119.825781911659,4.847930312764664,12114.977851598895,,,,
2024-11-11 20:10:00,CLOSE,LONG,87240.0,,5.006184030311584,12504.354415428304,84482.2,395.63429386729996,1.251546007577896,SL/TP
2024-11-11 20:10:00,OPEN,LONG,87240.0,12504.354415428304,5.001741766171322,12499.352673662133,,,,
2024-11-11 23:40:00,CLOSE,LONG,88572.0,,5.078109487773112,12682.663166871163,87240.0,190.91930400447615,1.269527371943278,NEUTRAL
2024-11-12 00:10:00,OPEN,LONG,87746.6,12682.663166871163,5.073065266748466,12677.590101604415,,,,
2024-11-12 00:45:00,CLOSE,LONG,88395.0,,5.1105524801443085,12764.919944493842,87746.6,93.71803348960744,1.2776381200360771,NEUTRAL
2024-11-12 00:55:00,OPEN,SHORT,89065.9,12764.919944493842,5.105967977797537,12759.813976516045,,,,
2024-11-12 02:15:00,CLOSE,SHORT,88454.0,,5.070888987907868,12841.172840005333,89065.9,87.69747472417288,1.267722246976967,NEUTRAL
2024-11-12 02:30:00,OPEN,LONG,87910.9,12841.172840005333,5.136469136002133,12836.036370869331,,,,
2024-11-12 04:50:00,CLOSE,LONG,88578.7,,5.175487438499574,12927.112767814808,87910.9,97.54575624360118,1.2938718596248935,NEUTRAL
2024-11-12 06:30:00,OPEN,SHORT,88930.9,12927.112767814808,5.170845107125923,12921.941922707681,,,,
2024-11-12 09:20:00,CLOSE,SHORT,88506.6,,5.146174384363042,12975.892832294207,88930.9,61.6768069072018,1.2865435960907607,NEUTRAL
2024-11-12 09:45:00,OPEN,LONG,87820.1,12975.892832294207,5.190357132917683,12970.702475161288,,,,
2024-11-12 10:45:00,CLOSE,LONG,85689.1,,5.064410441326036,12649.505233130514,87820.1,-314.866728979117,1.266102610331509,SL/TP
2024-11-12 10:45:00,OPEN,LONG,85689.1,12649.505233130514,5.059802093252206,12644.445431037262,,,,
2024-11-12 18:25:00,CLOSE,LONG,88407.5,,5.220319195314157,13037.939961097694,85689.1,401.29275515487865,1.3050797988285394,SL/TP
2024-11-12 19:05:00,OPEN,SHORT,89199.7,13037.939961097694,5.215175984439078,13032.724785113256,,,,
2024-11-12 21:35:00,CLOSE,SHORT,88547.6,,5.1770501133940785,13121.568150084013,89199.7,95.31467761249974,1.2942625283485194,NEUTRAL
2024-11-12 22:05:00,OPEN,LONG,87822.7,13121.568150084013,5.248627260033605,13116.319522823978,,,,
2024-11-12 22:40:00,CLOSE,LONG,88543.1,,5.291681175230112,13216.01913179737,87822.7,107.63478799126692,1.3229202938075282,NEUTRAL
2024-11-12 23:00:00,OPEN,LONG,88088.9,13216.01913179737,5.286407652718948,13210.732724144651,,,,
2024-11-13 00:35:00,CLOSE,LONG,88481.0,,5.309938431745944,13262.922248672457,88088.9,58.8269475674895,1.3274846079364861,NEUTRAL
2024-11-13 00:55:00,OPEN,LONG,88090.0,13262.922248672457,5.305168899468983,13257.617079772988,,,,
2024-11-13 01:10:00,CLOSE,LONG,88561.4,,5.333558689674565,13321.924606924847,88090.0,70.974475513953,1.3333896724186411,NEUTRAL
2024-11-13 01:15:00,OPEN,LONG,88259.5,13321.924606924847,5.3287698427699395,13316.595837082077,,,,
2024-11-13 01:50:00,CLOSE,LONG,88397.0,,5.337071565002456,13330.678803207118,88259.5,20.75430558129342,1.3342678912506143,NEUTRAL
2024-11-13 02:10:00,OPEN,LONG,88068.0,13330.678803207118,5.3322715212828475,13325.346531685835,,,,
2024-11-13 02:50:00,CLOSE,LONG,87854.7,,5.319356801799157,13286.41053697436,88068.0,-32.28679870922602,1.329839200449789,NEUTRAL
2024-11-13 03:00:00,OPEN,LONG,87924.9,13286.41053697436,5.314564214789744,13281.09597275957,,,,
2024-11-13 13:30:00,CLOSE,LONG,88580.5,,5.35419153650653,13372.166432099462,87924.9,99.06830429196357,1.3385478841266325,NEUTRAL
2024-11-13 13:35:00,OPEN,SHORT,88685.3,13372.166432099462,5.3488665728397855,13366.817565526622,,,,
2024-11-13 14:30:00,CLOSE,SHORT,90890.2,,5.481850459757396,13027.505535157898,88685.3,-332.4597172940276,1.370462614939349,SL/TP
2024-11-13 14:30:00,OPEN,SHORT,90890.2,13027.505535157898,5.211002214063159,13022.294532943835,,,,
2024-11-13 16:05:00,CLOSE,SHORT,92752.8,,5.3177905446413085,12747.376640310667,90890.2,-266.97082644537227,1.3294476361603271,SL/TP
2024-11-13 16:05:00,OPEN,SHORT,92752.8,12747.376640310667,5.098950656124267,12742.277689654544,,,,
2024-11-13 20:00:00,CLOSE,SHORT,89460.8,,4.917977730671224,13188.562531123815,92752.8,452.4323136326097,1.229494432667806,SL/TP
2024-11-13 20:00:00,OPEN,SHORT,89460.8,13188.562531123815,5.275425012449526,13183.287106111366,,,,
