open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,buy_volume,sell_volume,volume_delta,cvd
2024-11-05 15:00:00,69947.4,70049.7,69730.6,69869.8,2544.919,2024-11-05 15:04:59.999,177849169.3547,45827,1097.112,76678068.8528,0,1097.112,1447.8069999999998,-350.6949999999997,-350.6949999999997
2024-11-05 15:05:00,69869.7,69970.4,69555.0,69893.8,4797.867,2024-11-05 15:09:59.999,334567287.8195,57724,2749.942,191850991.483,0,2749.942,2047.9250000000002,702.0169999999998,351.3220000000001
2024-11-05 15:10:00,69893.7,69964.4,69770.0,69915.8,1582.426,2024-11-05 15:14:59.999,110604490.3927,29358,755.995,52842118.0509,0,755.995,826.4309999999999,-70.43599999999992,280.8860000000002
2024-11-05 15:15:00,69915.5,69935.5,69735.1,69751.4,1157.34,2024-11-05 15:19:59.999,80828016.783,26306,477.612,33355353.1361,0,477.612,679.7279999999998,-202.11599999999981,78.77000000000038
2024-11-05 15:20:00,69751.5,69800.0,69453.3,69591.3,4377.282,2024-11-05 15:24:59.999,304617160.1149,42865,1613.239,112246812.6571,0,1613.239,2764.043,-1150.804,-1072.0339999999997
2024-11-05 15:25:00,69591.2,69680.6,69320.2,69383.0,2445.292,2024-11-05 15:29:59.999,169946536.7258,33187,911.169,63358907.6959,0,911.169,1534.123,-622.9540000000001,-1694.9879999999998
2024-11-05 15:30:00,69383.0,69408.1,69180.0,69264.8,4550.702,2024-11-05 15:34:59.999,315315956.7347,52457,1895.171,131322076.0101,0,1895.171,2655.531,-760.3599999999999,-2455.348
2024-11-05 15:35:00,69264.7,69620.4,69237.1,69587.4,2755.699,2024-11-05 15:39:59.999,191469386.8992,34845,1718.07,119356511.9134,0,1718.07,1037.6290000000001,680.4409999999998,-1774.9070000000002
2024-11-05 15:40:00,69587.5,69700.0,69480.0,69689.9,2382.824,2024-11-05 15:44:59.999,165900728.9721,29038,1257.26,87533095.9709,0,1257.26,1125.564,131.6959999999999,-1643.2110000000002
2024-11-05 15:45:00,69689.9,69738.7,69500.2,69550.1,2048.722,2024-11-05 15:49:59.999,142667032.4733,25260,666.745,46433417.8117,0,666.745,1381.9770000000003,-715.2320000000003,-2358.4430000000007
2024-11-05 15:50:00,69550.1,69581.9,69402.3,69578.5,967.134,2024-11-05 15:54:59.999,67213308.666,19087,435.827,30292578.7246,0,435.827,531.307,-95.48000000000002,-2453.9230000000007
2024-11-05 15:55:00,69578.4,69615.3,69485.5,69615.3,797.163,2024-11-05 15:59:59.999,55437819.9068,15503,415.318,28884424.7633,0,415.318,381.845,33.472999999999956,-2420.4500000000007
2024-11-05 16:00:00,69615.2,69728.5,69501.0,69700.0,1426.319,2024-11-05 16:04:59.999,99328860.4612,20346,710.069,49451926.3803,0,710.069,716.25,-6.18100000000004,-2426.6310000000008
2024-11-05 16:05:00,69700.0,69931.4,69582.7,69816.9,2669.648,2024-11-05 16:09:59.999,186278454.8413,27992,1817.243,126835150.3946,0,1817.243,852.4050000000002,964.8379999999997,-1461.793000000001
2024-11-05 16:10:00,69816.8,69850.0,69706.9,69790.0,989.328,2024-11-05 16:14:59.999,69035934.2261,16333,467.002,32588272.2587,0,467.002,522.326,-55.32400000000001,-1517.117000000001
2024-11-05 16:15:00,69790.0,69939.0,69768.2,69825.0,1874.793,2024-11-05 16:19:59.999,131010237.0858,22199,903.206,63116682.8212,0,903.206,971.5869999999999,-68.38099999999986,-1585.498000000001
2024-11-05 16:20:00,69825.0,69939.0,69777.0,69937.9,771.63,2024-11-05 16:24:59.999,53919296.1038,13380,370.137,25864926.6759,0,370.137,401.493,-31.355999999999995,-1616.854000000001
2024-11-05 16:25:00,69937.9,69968.8,69840.7,69947.9,943.293,2024-11-05 16:29:59.999,65937206.9147,14711,581.124,40623701.302,0,581.124,362.169,218.95500000000004,-1397.8990000000008
2024-11-05 16:30:00,69948.0,70422.5,69930.0,70419.8,4075.132,2024-11-05 16:34:59.999,286152356.6739,51423,2717.194,190792913.7949,0,2717.194,1357.938,1359.2559999999999,-38.64300000000094
2024-11-05 16:35:00,70419.9,70537.4,70166.6,70243.7,4804.226,2024-11-05 16:39:59.999,338005927.6227,54491,2064.689,145295358.12,0,2064.689,2739.537,-674.848,-713.4910000000009
2024-11-05 16:40:00,70243.7,70249.5,69989.6,70106.6,2253.118,2024-11-05 16:44:59.999,157924835.0165,29524,879.903,61677547.1914,0,879.903,1373.215,-493.3119999999999,-1206.8030000000008
2024-11-05 16:45:00,70106.6,70130.0,69784.6,70011.5,2574.767,2024-11-05 16:49:59.999,180133489.0305,34106,1049.603,73455981.0048,0,1049.603,1525.1639999999998,-475.5609999999997,-1682.3640000000005
2024-11-05 16:50:00,70011.5,70301.6,69984.0,70194.0,2422.558,2024-11-05 16:54:59.999,169966900.5081,28776,1588.832,111476319.1832,0,1588.832,833.7259999999999,755.1060000000002,-927.2580000000003
2024-11-05 16:55:00,70194.0,70225.0,70060.4,70165.6,970.76,2024-11-05 16:59:59.999,68091212.2128,15732,346.63,24316500.027,0,346.63,624.13,-277.5,-1204.7580000000003
2024-11-05 17:00:00,70165.5,70200.0,70050.0,70172.1,840.717,2024-11-05 17:04:59.999,58966444.902,15694,447.227,31372053.8235,0,447.227,393.49,53.736999999999966,-1151.0210000000002
